"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtExposure","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","PavedDrive","WoodDeckSF","PoolArea","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","NewBuild","BSmtFinSFComb","TotalArea","TotalBaths","PorchSF","Neigh_Cat","AgeCat","LastSold","RemodelFromCat","SeasonSale","GarageScore","OverallScore","ExterScore","KitchenScore","GarageGrade"
1322,"20","RL",50,6627,"Pave","None","IR1","Lvl",4,"Corner",1,"Feedr","Norm","1Fam","1Story",3,6,"Hip","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",1,0,0,"Floor",3,1,4,0,720,2,4,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",72500,0,0,720,1,0,2,2,2,2,3,12,18,9,3,1148
1323,"60","RL",107,10186,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","HdBoard","HdBoard","None",0,4,"PConc",2,76,750,"GasA",5,2,4,0,1923,3,8,5,1,4,"Attchd",3,2,3,240,0,1,"None",0,"WD","Normal",190000,0,674,2673,3.5,39,5,3,0,1,3,16,35,12,4,2256
1324,"30","RL",50,5330,"Pave","None","Reg","HLS",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,7,"Hip","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",2,140,420,"GasA",4,2,4,0,708,2,5,5,0,1,"None",1,0,3,164,0,1,"None",0,"WD","Normal",82500,0,280,1128,1,0,2,2,1,2,1,1,28,6,2,0
1325,"20","RL",75,9986,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",428,4,"PConc",4,1795,1795,"GasA",5,2,4,0,1795,2,7,5,1,5,"Attchd",3,3,3,0,0,1,"None",0,"New","Partial",147000,1,0,3590,2,49,4,4,3,5,1,16,40,12,4,3580
1326,"30","RM",40,3636,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,4,"Gable","CompShg","AsbShng","AsbShng","None",0,3,"BrkTil",2,796,796,"GasA",2,1,4,0,796,2,5,5,0,1,"None",1,0,1,0,0,4,"None",0,"WD","Normal",55000,0,0,1592,1,100,1,1,2,2,1,1,16,9,3,0
1327,"30","RH",70,4270,"Pave","None","Reg","Bnk",4,"Inside",2,"Norm","Norm","1Fam","1Story",3,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"BrkTil",2,0,544,"GasA",5,2,4,0,774,3,6,5,0,1,"None",1,0,3,0,0,1,"None",0,"WD","Normal",79000,0,544,1318,1,286,2,1,3,5,3,1,18,9,4,0
1328,"20","RL",60,6600,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,9,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"CBlock",2,175,816,"GasA",5,2,4,0,816,3,5,5,1,6,"Attchd",2,1,3,0,0,4,"None",0,"WD","Normal",130500,0,641,1632,1.5,0,2,3,2,5,2,16,45,16,4,1056
1329,"50","RM",60,10440,"Pave","Grvl","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1.5Fin",6,7,"Gable","CompShg","BrkFace","Wd Sdng","None",0,4,"BrkTil",2,1017,1510,"GasW",5,2,4,0,2792,5,8,3,2,4,"Detchd",2,2,3,0,0,4,"Shed",1150,"WD","Normal",256000,0,493,4302,2,1027,2,1,2,2,3,12,42,16,3,1560
1330,"60","RL",63,9084,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Hip","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,935,935,"GasA",4,2,4,0,1632,3,8,5,1,4,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",176500,0,0,2567,2.5,28,3,3,4,1,3,16,35,9,3,1848
1331,"20","RL",85,10000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",410,4,"PConc",4,1588,1588,"GasA",5,2,4,0,1588,3,7,5,1,5,"Attchd",3,3,3,144,0,1,"None",0,"WD","Normal",227000,1,0,3176,2,45,4,4,3,6,1,16,40,12,4,3300
1332,"80","RL",55,10780,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SLvl",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",4,428,911,"GasA",4,2,4,0,954,3,6,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",132500,0,483,1865,1,0,3,3,4,1,3,16,25,9,3,2304
1333,"20","RL",67,8877,"Pave","None","Reg","Lvl",4,"Inside",2,"Norm","Norm","1Fam","1Story",4,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",3,126,816,"GasA",5,2,4,0,816,2,3,5,1,5,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",1e+05,0,690,1632,2,0,2,1,1,2,3,9,24,9,3,864
1334,"50","RM",60,7200,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1.5Fin",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,803,803,"GasA",5,2,4,0,1360,2,6,5,0,1,"Detchd",2,1,3,0,0,4,"None",0,"WD","Normal",125500,0,0,2163,1.5,255,1,1,4,3,3,16,30,9,4,1188
1335,"160","RM",24,2368,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","2Story",5,6,"Gable","CompShg","HdBoard","HdBoard","None",312,3,"CBlock",2,0,765,"GasA",3,2,4,0,1365,3,7,4,0,1,"Attchd",2,2,3,0,0,1,"None",0,"WD","Normal",125000,0,765,2130,1.5,36,1,3,1,1,3,16,30,9,3,1760
1336,"20","RL",80,9650,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","Plywood","Plywood","BrkFace",360,3,"CBlock",2,664,1350,"GasA",3,2,4,0,1334,2,6,5,1,4,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",167900,0,686,2684,2.5,16,3,3,1,1,2,16,30,9,3,2520
1337,"90","RL",87,9246,"Pave","None","IR1","Lvl",4,"Inside",1,"Feedr","Norm","Duplex","1Story",5,5,"Gable","CompShg","Plywood","Plywood","BrkFace",564,3,"CBlock",2,1656,1656,"GasA",3,2,4,0,1656,4,8,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",135000,0,0,3312,2,211,3,3,2,1,1,16,25,9,6,2024
1338,"30","RM",153,4118,"Pave","Grvl","IR1","Bnk",4,"Corner",2,"Feedr","Norm","1Fam","1Story",4,4,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,693,693,"Grav",2,1,3,0,693,2,4,5,0,1,"None",1,0,1,0,0,1,"None",0,"WD","Normal",52500,0,0,1386,1,20,2,2,4,2,2,1,16,9,2,0
1339,"60","RL",95,13450,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",2,216,916,"GasA",5,2,4,0,1861,3,8,5,0,1,"BuiltIn",3,2,3,146,0,1,"None",0,"WD","Normal",2e+05,0,700,2777,3.5,91,3,4,4,1,3,16,35,12,4,1968
1340,"20","RL",120,9560,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",5,7,"Hip","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",3,504,864,"GasA",5,2,4,0,864,3,5,5,0,1,"Attchd",3,1,3,0,0,1,"None",0,"WD","Normal",128500,0,360,1728,1,0,3,3,4,1,3,16,35,12,3,1152
1341,"20","RL",70,8294,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",2,858,858,"GasA",3,2,4,0,872,3,5,5,0,1,"Detchd",2,3,3,0,0,3,"None",0,"WD","Normal",123000,0,0,1730,1,0,2,3,3,1,3,16,20,9,3,1920
1342,"20","RL",66,13695,"Pave","None","Reg","Lvl",4,"Inside",1,"RRAe","Norm","1Fam","1Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,300,1114,"GasA",5,2,4,0,1114,3,6,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",155000,0,814,2228,2,78,3,4,2,4,3,16,30,9,4,2304
1343,"60","RL",72,9375,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",149,4,"PConc",2,1284,1284,"GasA",5,2,4,0,2169,3,7,5,1,5,"Attchd",3,2,3,192,0,1,"None",0,"WD","Normal",228500,0,0,3453,2.5,87,3,4,3,1,2,16,40,12,4,2588
1344,"50","RL",57,7558,"Pave","None","Reg","Bnk",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",6,6,"Gable","CompShg","BrkFace","Stone","None",0,3,"BrkTil",2,896,896,"GasA",4,2,4,0,1913,3,9,5,1,4,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",177000,0,0,2809,1.5,0,4,1,1,2,2,9,36,9,3,1026
1345,"60","RL",85,11103,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",2,728,728,"GasA",5,2,4,0,1456,3,8,5,1,4,"Attchd",4,2,3,0,0,1,"None",0,"New","Partial",155835,1,0,2184,2.5,0,3,4,3,6,3,16,35,12,4,1760
1346,"30","RM",50,6000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,4,"Hip","CompShg","MetalSd","MetalSd","None",0,3,"PConc",2,710,960,"GasA",4,2,3,0,960,2,5,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",108500,0,250,1920,1,168,2,1,3,2,3,16,16,9,2,1232
1347,"20","RL",90,20781,"Pave","None","IR2","Lvl",4,"CulDSac",1,"PosN","Norm","1Fam","1Story",7,7,"Hip","CompShg","BrkFace","HdBoard","None",0,3,"CBlock",2,1203,1568,"GasA",3,2,4,0,2156,3,9,5,1,5,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",262500,0,365,3724,2,370,3,2,4,4,3,20,49,9,3,2540
1348,"20","RL",93,15306,"Pave","None","IR1","HLS",4,"Corner",1,"Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",100,4,"PConc",5,1652,1732,"GasA",5,2,4,0,1776,3,7,5,1,5,"Attchd",4,3,3,0,0,1,"None",0,"New","Partial",283463,1,80,3508,3,0,4,4,3,5,3,16,40,12,4,2848
1349,"20","RL",100,16196,"Pave","None","IR3","Low",4,"Inside",1,"Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",5,39,1482,"GasA",5,2,4,0,1494,3,5,5,1,3,"Attchd",3,2,3,402,0,1,"None",0,"WD","Normal",215000,0,1443,2976,3,25,3,3,3,1,2,16,35,12,4,2056
1350,"70","RM",50,5250,"Pave","Pave","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"BrkTil",2,425,684,"OthW",2,1,4,205,2358,4,8,5,0,1,"None",1,0,3,0,0,1,"None",0,"WD","Normal",122000,0,259,3042,2,74,2,1,2,2,1,1,40,12,3,0
1351,"90","RL",91,11643,"Pave","None","Reg","Lvl",4,"Inside",1,"Artery","Norm","Duplex","2Story",5,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",368,3,"CBlock",2,748,1248,"GasA",3,2,4,0,2634,6,12,5,0,1,"Detchd",2,3,3,0,0,1,"None",0,"WD","Normal",2e+05,0,500,3882,4.5,0,2,2,1,1,2,16,25,9,6,3872
1352,"60","RL",70,9247,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",318,3,"CBlock",2,539,858,"GasA",5,2,4,0,1716,4,8,5,1,5,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",171000,0,319,2574,1.5,204,2,2,2,1,2,16,36,9,3,1960
1353,"50","RM",50,6000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",6,9,"Gable","CompShg","MetalSd","MetalSd","None",0,4,"BrkTil",2,698,698,"GasA",3,2,4,0,1176,2,4,5,0,1,"Detchd",2,2,1,210,0,1,"None",0,"WD","Normal",134900,0,0,1874,1,0,2,1,1,4,3,16,54,12,3,2496
1354,"50","RL",56,14720,"Pave","None","IR1","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","1.5Fin",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",579,4,"PConc",4,1217,2033,"GasA",5,2,4,0,3238,4,9,5,1,6,"Attchd",4,3,3,283,0,1,"None",0,"WD","Normal",410000,0,816,5271,3.5,86,5,3,0,3,2,16,40,12,4,2664
1355,"60","RL",85,10316,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",2,257,992,"GasA",5,2,4,0,1865,3,7,5,1,4,"Attchd",3,3,3,0,0,1,"None",0,"WD","Normal",235000,0,735,2857,3.5,184,3,3,2,1,3,16,35,12,4,3356
1356,"80","RL",102,10192,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SLvl",7,6,"Gable","CompShg","MetalSd","MetalSd","BrkFace",143,3,"CBlock",2,570,570,"GasA",4,2,4,0,1920,4,8,5,1,4,"Attchd",3,2,3,0,0,5,"None",0,"WD","Normal",170000,0,0,2490,3,98,3,2,4,3,2,16,42,9,4,1948
1357,"20","RL",77,9477,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",65,3,"CBlock",2,524,864,"GasA",3,2,4,0,892,3,5,5,0,1,"Attchd",3,1,3,0,0,3,"None",0,"WD","Normal",110000,0,340,1756,1,0,2,2,2,1,2,16,25,9,3,1056
1358,"20","RL",50,12537,"Pave","None","IR1","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",2,344,1078,"GasA",5,2,4,0,1078,3,6,5,1,3,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",149900,0,734,2156,2.5,0,2,3,0,5,2,16,30,9,3,2000
1359,"160","FV",24,2117,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","2Story",6,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",216,4,"PConc",2,378,756,"GasA",5,2,4,0,1573,3,5,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",177500,0,378,2329,2.5,32,4,3,0,1,3,16,30,12,4,1760
1360,"20","RL",129,16737,"Pave","None","Reg","Lvl",4,"FR3",1,"Norm","Norm","1Fam","1Story",9,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",66,4,"PConc",4,533,1980,"GasA",5,2,4,0,1980,3,8,5,1,5,"Attchd",4,3,3,194,0,1,"None",0,"WD","Normal",315000,0,1447,3960,3,45,5,4,4,5,2,16,45,12,5,3080
1361,"70","RL",51,9842,"Pave","None","Reg","Lvl",4,"Inside",1,"Feedr","Norm","1Fam","2Story",5,6,"Gable","CompShg","MetalSd","Wd Sdng","None",0,3,"BrkTil",2,612,612,"GasA",5,2,4,0,2601,4,8,5,0,1,"BuiltIn",3,2,3,183,0,1,"None",0,"WD","Normal",189000,0,0,3213,3.5,301,2,1,2,3,3,16,30,9,3,2484
1362,"20","RL",124,16158,"Pave","None","IR1","Low",4,"Inside",2,"Norm","Norm","1Fam","1Story",7,5,"Hip","CompShg","VinylSd","VinylSd","Stone",16,4,"PConc",4,256,1530,"GasA",5,2,4,0,1530,3,7,5,1,5,"Attchd",4,2,3,168,0,1,"None",0,"WD","Normal",260000,0,1274,3060,3,36,5,4,1,1,3,16,35,12,4,1720
1363,"50","RL",88,12513,"Pave","None","IR1","Lvl",4,"FR2",1,"Feedr","Norm","1Fam","1.5Fin",4,4,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"BrkTil",2,715,715,"GasA",4,2,4,0,1738,4,7,5,1,5,"Attchd",2,1,3,55,0,1,"None",0,"WD","Normal",104900,0,0,2453,2,0,2,1,1,5,3,16,16,12,3,1472
1364,"60","RL",73,8499,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,616,616,"GasA",5,2,4,0,1412,3,6,5,1,5,"BuiltIn",4,2,3,0,0,1,"None",0,"New","Partial",156932,1,0,2028,2.5,36,3,4,3,5,2,16,30,9,4,1728
1365,"160","FV",30,3180,"Pave","Pave","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","2Story",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,4,"PConc",2,600,600,"GasA",5,2,4,80,1200,2,4,5,0,1,"Detchd",3,2,3,0,0,1,"None",0,"WD","Abnorml",144152,1,0,1800,2.5,166,4,4,4,6,2,16,35,12,4,1920
1366,"60","FV",65,7500,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",2,281,814,"GasA",5,2,4,0,1674,3,7,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",216000,0,533,2488,3.5,96,4,3,0,1,1,16,35,12,4,2652
1367,"60","RL",68,9179,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",158,4,"PConc",2,240,873,"GasA",5,2,4,0,1790,3,7,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Abnorml",193000,0,633,2663,3.5,88,3,3,2,1,3,16,35,12,4,2352
1368,"160","RM",41,2665,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","2Story",5,6,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"PConc",2,36,757,"GasA",5,2,4,0,1475,4,6,5,1,4,"Attchd",3,1,3,104,0,1,"None",0,"WD","Normal",127000,0,721,2232,2,26,1,3,4,1,3,16,30,9,3,1344
1369,"120","RM",36,4435,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,4,"PConc",4,163,848,"GasA",5,2,4,0,848,1,4,5,0,1,"Attchd",4,2,3,140,0,1,"None",0,"WD","Normal",144000,0,685,1696,2,0,3,4,1,4,3,16,30,12,4,1680
1370,"20","RL",48,10635,"Pave","None","IR2","Lvl",4,"FR2",1,"Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",171,4,"PConc",4,315,1657,"GasA",5,2,4,0,1668,3,8,5,1,4,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",232000,0,1342,3325,3,262,3,4,0,1,3,16,40,12,4,2008
1371,"50","RL",90,5400,"Pave","None","Reg","Lvl",4,"Corner",1,"Artery","Norm","1Fam","1.5Fin",4,6,"Gable","CompShg","CBlock","CBlock","None",0,2,"PConc",2,420,840,"GasA",5,2,4,0,1374,2,6,5,0,1,"Detchd",4,1,3,0,0,1,"None",0,"WD","Normal",105000,0,420,2214,1,198,2,1,1,2,2,16,24,6,3,1352
1372,"80","RL",80,9600,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SLvl",6,6,"Hip","CompShg","AsbShng","AsbShng","None",0,3,"CBlock",4,161,992,"GasA",4,2,4,0,1661,3,8,5,1,4,"BuiltIn",3,1,3,0,0,4,"None",0,"WD","Normal",165500,0,831,2653,2,206,2,2,2,3,2,16,36,9,4,1508
1373,"60","RL",75,9750,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",7,6,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",4,133,1108,"GasA",5,2,4,0,2097,3,8,5,1,4,"Detchd",3,2,3,253,0,1,"None",0,"WD","Normal",274300,0,975,3205,3.5,170,3,3,4,1,3,16,42,9,4,2332
1374,"20","RL",106,11400,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",10,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",705,5,"PConc",5,1351,2633,"GasA",5,2,4,0,2633,2,8,5,2,5,"Attchd",3,3,3,314,0,1,"None",0,"WD","Normal",466500,0,1282,5266,3.5,140,5,4,3,4,2,16,50,15,5,3216
1375,"60","FV",85,10625,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","CemntBd","CmentBd","None",0,4,"PConc",2,1026,1026,"GasA",5,2,4,0,1958,3,9,5,1,5,"Attchd",4,3,3,154,0,1,"None",0,"WD","Normal",250000,0,0,2984,2.5,210,4,4,2,1,3,16,35,12,4,3744
1376,"20","RL",89,10991,"Pave","None","IR1","HLS",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,4,"PConc",5,1571,1571,"GasA",5,2,4,0,1571,3,7,5,1,5,"Attchd",4,3,3,100,0,1,"None",0,"New","Partial",239000,1,0,3142,2,36,4,4,3,6,1,16,40,12,4,2888
1377,"30","RL",52,6292,"Pave","None","Reg","Bnk",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",3,384,768,"GasA",3,1,4,0,790,2,4,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",91000,0,384,1558,1,141,2,1,2,2,2,12,30,9,3,480
1378,"50","RL",60,10998,"Pave","Grvl","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,156,984,"GasA",5,2,4,0,1604,3,6,4,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",117000,0,828,2588,2,68,2,2,1,2,3,16,25,9,3,2640
1379,"160","RM",21,1953,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",408,3,"CBlock",2,174,483,"GasA",3,2,4,0,987,2,5,5,0,1,"Detchd",2,1,3,72,0,1,"None",0,"WD","Normal",83000,0,309,1470,1.5,0,1,3,4,1,3,16,30,9,3,1056
1380,"80","RL",73,9735,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SLvl",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,384,384,"GasA",4,2,4,0,1394,3,7,5,0,1,"BuiltIn",4,2,3,100,0,1,"None",0,"WD","Normal",167500,0,0,1778,2.5,0,4,4,2,5,3,16,25,9,4,1600
1381,"30","RL",45,8212,"Pave","Grvl","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",3,3,"Gable","CompShg","Stucco","Stucco","None",0,3,"BrkTil",2,661,864,"GasA",3,1,3,0,864,2,5,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",58500,0,203,1728,2,96,2,1,0,2,3,12,9,6,3,800
1382,"20","RL",125,12925,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",6,7,"Gable","CompShg","BrkFace","Plywood","None",0,3,"CBlock",3,340,1205,"GasA",5,2,4,0,2117,4,7,5,2,5,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",237500,0,865,3322,2.5,42,2,3,2,1,3,16,42,9,3,2200
1383,"70","RM",60,7200,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",7,7,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,596,596,"GasA",5,2,4,0,1762,4,8,5,0,1,"Detchd",2,2,1,36,0,1,"None",0,"WD","Normal",157000,0,0,2358,2.5,221,2,1,4,2,2,16,49,9,4,2304
1384,"30","RL",78,25339,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,816,816,"GasA",5,2,4,0,1416,3,7,5,0,1,"Attchd",2,2,1,0,0,1,"None",0,"WD","Normal",112000,0,0,2232,2,112,2,1,3,5,2,16,35,12,4,2304
1385,"50","RL",60,9060,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",6,5,"Gable","CompShg","WdShing","Wd Shng","None",0,3,"BrkTil",3,356,560,"GasA",3,2,4,0,1258,2,6,5,0,1,"Detchd",2,1,2,0,0,4,"None",0,"WD","Normal",105000,0,204,1818,1,0,2,1,1,2,2,16,30,9,3,1120
1386,"50","RM",40,5436,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",4,8,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"BrkTil",2,61,796,"GasA",4,2,4,0,1154,3,7,5,0,1,"Detchd",2,1,1,0,0,4,"None",0,"WD","Normal",125500,0,735,1950,2,96,1,1,0,5,3,16,32,12,4,960
1387,"60","RL",80,16692,"Pave","None","IR1","Lvl",4,"Inside",1,"RRAn","Norm","1Fam","2Story",7,5,"Gable","CompShg","Plywood","Plywood","BrkFace",184,3,"CBlock",2,133,1392,"GasA",3,2,4,0,2784,5,12,5,2,4,"Attchd",3,2,3,0,519,4,"TenC",2000,"WD","Normal",250000,0,1259,4176,4.5,552,3,3,4,1,3,16,35,9,4,2256
1388,"50","RM",60,8520,"Pave","Grvl","Reg","Lvl",4,"Inside",1,"Artery","Norm","1Fam","1.5Fin",6,7,"Gable","CompShg","Stucco","Stucco","None",0,3,"BrkTil",2,0,714,"GasW",3,1,4,0,2526,5,10,5,1,5,"Detchd",2,1,3,88,0,3,"None",0,"CWD","Family",136000,0,714,3240,2,15,2,1,3,2,2,16,42,12,4,864
1389,"20","RL",42,14892,"Pave","None","IR1","HLS",4,"CulDSac",1,"Norm","Norm","1Fam","1Story",9,5,"Gable","CompShg","VinylSd","VinylSd","Stone",160,5,"PConc",5,426,1746,"GasA",5,2,4,0,1746,3,7,5,2,5,"Attchd",4,3,3,201,0,1,"None",0,"WD","Normal",377500,0,1320,3492,3,39,3,4,1,5,2,16,45,15,5,3032
1390,"50","RM",60,6000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",6,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,360,735,"GasA",5,2,4,0,1218,3,6,5,1,5,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",131000,0,375,1953,1.5,0,2,2,3,2,2,16,36,12,3,1760
